basin,std_obs,NSE,NNSE,MSE,RMSE,MAE,KGE,Pearson-r,low_var_flag,neg_basin_flag
01078000,0.004984973625852713,-492.84845024423356,0.0020208207169416167,0.01227211524724134,0.11077957955887602,0.09959929441299667,-22.408569536674722,0.3161595472269527,True,True
01170100,0.0073746416531355165,-120.04628641584972,0.008193612680624206,0.006583143383412311,0.08113657241597226,0.0718560282145808,-5.360133143639028,0.5715495906257074,True,True
01195100,0.009691993439698808,-1.3175426400143935,0.3014279267848872,0.00021769775799402498,0.01475458430434504,0.010350366790747623,-6.534409939996038,0.2769774952224504,True,True
02014000,0.004141553396481093,-119.56457141898453,0.008226080907679914,0.0020679795355506066,0.04547504299668783,0.03500514554579742,-17.763605423317657,0.3526612811272254,True,True
02374500,0.006482397681806576,-11.429539330432036,0.07446271799762691,0.0005223076347173835,0.02285405072886169,0.015017775607537814,-1.607751748666678,0.3406097376643743,True,True
04063700,0.006272409328713661,-4.54603348897031,0.15276426582371486,0.00021819825435287382,0.014771535274062537,0.012183571268811895,-1.1075698240942633,0.25943724389485523,True,True
06280300,0.0037125440810362093,-883.0605910053577,0.0011298661472025102,0.012184992586245443,0.1103856538968966,0.10816982192200783,-65.14304230267376,-0.0704500143450337,True,True
06339500,0.009292393223263444,-3.87853150863177,0.17011051119342394,0.00042125422832850116,0.020524478758996566,0.017008735747085068,-18.044723747110158,0.10314929057371999,True,True
07184000,0.00034239513203574974,-5276.816578239745,0.00018943639832499286,0.0006187417994148464,0.024874521089155593,0.015230926337700696,-781.0097116835856,0.2220531050974134,True,True
07292500,0.003339854037426359,-65.25847113236394,0.014868015629317695,0.0007390883979792679,0.02718618027563394,0.01932668559309527,-13.965329172089257,0.3265741281417291,True,True
08380500,0.0016370658380737775,-945.7523324961762,0.0010551279756455091,0.002537281631518412,0.05037143666323616,0.046232605242170134,-5514.621212158578,0.017456992501727418,True,True
10242000,0.005706232876400874,-28.017187090399705,0.03331424750055366,0.0009448313460117268,0.030738109018150852,0.021723524112703903,-13.0503244081084,0.18685901302376834,True,True
10259200,0.0018813203329935174,-4165.694325656167,0.00023994082143789628,0.014747457042520931,0.12143910837337753,0.1172688319242215,-8672.933104996231,0.2269840307520835,True,True
11151300,0.0005818957095809165,-2017.4792763109012,0.0004951771537001149,0.0006834623649733281,0.02614311314616773,0.02023422657495977,-3570.9777621976077,0.06790522450365746,True,True
11274500,0.008167022148338855,-3.687671729626926,0.17581886711060124,0.0003126688799003873,0.01768244552940535,0.01480165739869711,-12.119775844358495,0.34296946207950774,True,True
12374250,0.009882490770544487,-1456.2980296543406,0.0006857308860501096,0.14232500657621153,0.37725986610851087,0.27254771005023076,-39.5735768570986,0.5414604721363059,True,True
