basin,std_obs,NSE,NNSE,MSE,RMSE,MAE,KGE,Pearson-r,low_var_flag,neg_basin_flag
01013500,22.67940342235571,0.09590302405751594,0.5251833350058355,465.02710708676847,21.56448717421234,17.46925096737708,0.5272919787873889,0.847681326257079,False,False
01022500,10.99175762251953,0.3911268443524759,0.621553039461044,73.56328482573143,8.57690415159989,5.296846713456195,0.42763190343005786,0.7641133269233621,False,False
01030500,99.9455175362283,0.6602192487662271,0.7463907800430206,3394.1061024282526,58.258957272064634,31.31170488542525,0.5230502995283214,0.8727731801679528,False,False
01031500,26.878528739756252,0.6779434416757343,0.7563972915557567,232.6714697844096,15.253572361398152,5.5495325532110895,0.5458655208812044,0.8517925331165225,False,False
01047000,32.396370961105326,0.6209451436858451,0.7251343160291193,397.8274917643434,19.945613346406358,7.774914544266992,0.4662471600047321,0.840594858134107,False,False
01052500,3.504661679757918,0.18482147951519812,0.5509100007050093,10.012555299249938,3.164262204566799,2.77259429612755,0.5925491700299877,0.8883550159543315,False,False
01054200,12.76478267449321,0.7097258490834149,0.775029089197532,47.29717631256501,6.877294258105073,2.624660388485727,0.561188875841653,0.8801693339865896,False,False
01055000,0.13454440772200457,0.08627986185355274,0.5225424449828698,0.016540342536840707,0.12860926302891526,0.048870921115531006,-0.1401222353189211,0.5609699054766626,False,False
01057000,5.736393023594251,0.5712047345329343,0.6998903371037594,14.110024874674226,3.7563313052331027,2.0246858810396717,0.45397806896869297,0.8312101478166153,False,False
01073000,0.5719339815647471,-8.312882728338062,0.09696609826195043,3.0463229068725832,1.745371853466356,1.6907355160499056,-2.004833972709967,0.4579169512473333,False,True
01123000,2.246446496323941,0.36129899307363056,0.6102394492791889,3.223218593998346,1.7953324466511338,1.1533074056827248,0.22225155596228585,0.8437315850666472,False,False
01134500,3.8260074463433997,0.4260884148171141,0.635359704709081,8.401108884685497,2.8984666437075823,1.590908445749924,0.2907856681691874,0.8492339623375698,False,False
01137500,0.18462258032469,0.24536038739258703,0.5699176017769196,0.025722266376690096,0.1603816273040341,0.08837492103016809,0.18226966308496706,0.618877723326576,False,False
01139000,4.5943351738676315,0.6311888736973199,0.7305609815585863,7.784834159470915,2.7901315666955413,1.4804366466695826,0.5391237414238187,0.8372751844579986,False,False
01139800,0.9456430137071642,-0.8862650230093743,0.3464685300996187,1.6867749722416976,1.2987590123813184,1.1798998110145835,-1.448892789590864,0.7418352496103651,False,True
01142500,1.8733260898232653,0.27317162820621466,0.5790963458408003,2.5506956108615877,1.5970897316248664,1.2055187916184644,0.15567291353298707,0.7653346968444404,False,False
01144000,30.787593343268135,0.6228072104263394,0.7261147513773807,357.5319563505494,18.908515445442813,11.632065884401968,0.593305359507232,0.8502758062871446,False,False
01162500,1.4017285482232438,-0.40412916324605463,0.41595102929070593,2.758893249247186,1.6609916463508136,1.5102494033721208,-0.27766564498221813,0.7844711069606126,False,True
01169000,7.445569594728943,0.6229184007205568,0.7261733803742997,20.904086563404537,4.5720987044687185,2.7572736511385982,0.47457761318974445,0.8649060812877454,False,False
01181000,8.413099747660471,0.6313108694938263,0.7306260988791343,26.095907857676277,5.108415395959522,2.711454978271453,0.4446233479662882,0.8820793663390568,False,False
01333000,3.44805244256021,0.191476707439326,0.552937307533434,9.612586502095763,3.1004171496906285,1.4170133560308524,0.07822474138315372,0.7548272495022508,False,False
01411300,0.18439511503638875,-1.3839236758977713,0.2955149393949304,0.08105712020466774,0.28470532170064494,0.2548920945486489,-0.23950514328234096,0.3380874435021971,False,True
01413500,0.5606476608843115,0.09157680753385877,0.5239927936045253,0.2855408463971132,0.5343602215707239,0.15148066389691187,-0.10501743304788191,0.6014893165906701,False,False
01423000,21.4791491899812,0.5335161654427436,0.681903186680478,215.2141130009863,14.67017767448596,9.204283266195507,0.42233731747626224,0.8588584360379137,False,False
01434025,0.49329044961018337,-0.2900098635546362,0.4366793418294556,0.3139051534555161,0.5602723921946504,0.4371862578879802,-2.439846328204713,0.6490395303870335,False,True
01439500,8.31097388949984,0.5635547185523689,0.6961629606887726,30.146273736432338,5.490562242287427,3.089100306228443,0.4303977455162189,0.8640855447511921,False,False
01440400,0.01145941999381803,-16.097469148015666,0.055256345062461236,0.0022452106955728264,0.04738365430792381,0.04523237846628729,-0.4560048083393966,0.18536687530546586,False,True
01451800,5.505915542791635,0.5486578745687111,0.6890174153133153,13.682484358626503,3.6989842333573826,1.4837565328702023,0.36177260892145746,0.9130174263213502,False,False
01466500,0.12680552141604728,-142.6852511952447,0.006911554507035107,2.3104071501165375,1.5200023520101993,1.5049912769621685,-8.806287480496279,0.3320665170858635,False,True
01484100,0.04503032874455597,-137.73284975896811,0.0071565133161239315,0.2813128317574961,0.5303893209308574,0.5184626975212054,-5.168326640592469,0.15216718109430083,False,True
01485500,4.51060223880193,0.6361125677740289,0.7331983390798767,7.403483599321994,2.72093432469841,1.4866935516439876,0.460902225887481,0.8810458057388506,False,False
01486000,0.28973827937325103,-8.453884081676435,0.09565822542004265,0.7936372184872762,0.8908631873005396,0.8686141127762709,-4.685584457748042,0.5578828059915641,False,True
01487000,2.7631728363366097,0.49837162368805,0.6659437286714265,3.829994916995706,1.9570372804307297,1.2571171378294006,0.3576711259950157,0.8523431301631549,False,False
01491000,7.795501147001034,0.658787744590608,0.745594141394689,20.73541353018859,4.553615435034956,2.4471493016346875,0.4881945859480705,0.891373714731923,False,False
01510000,11.50891651903427,0.5341975813781407,0.6822201869063603,61.69793362707414,7.854803220136972,4.106605074824006,0.3845561071014155,0.8413984202232478,False,False
01516500,1.1714554711988778,-0.9498198269823723,0.339003755704967,2.675753193094239,1.6357729650211972,1.4859567701754421,-1.9359957956538554,0.7505217527644066,False,True
01518862,0.464239666989337,0.22392019170138466,0.5630377617760003,0.1672595316456272,0.40897375422590043,0.10050229403557552,0.1185494991753161,0.8108121245990506,False,False
01532000,18.367043056597183,0.6771054611310947,0.7559181556944177,108.92791428746014,10.436853658428873,4.974457951271817,0.4316025475091555,0.8927118500395951,False,False
01539000,0.5279809471312785,0.22987654458974072,0.5649323480481373,0.21468260292014105,0.46333854029223714,0.11164099829315612,0.1346847395492743,0.6245133591475783,False,False
01542810,0.5535799225814739,-3.1799487774915463,0.19305210204882803,1.2809483570894555,1.1317898908761534,1.0912953252116,-2.1948377934558394,0.48915657423003256,False,True
01543000,19.658447537910348,0.6025480070075044,0.7155880881879927,153.59713491436455,12.393431119523138,7.174476986856302,0.40996486639187535,0.8689839622790964,False,False
01543500,46.88806973831302,0.630782844180621,0.7303443400119911,811.7206250493267,28.490711206449845,16.26856807239717,0.4370774561915036,0.8894077386364999,False,False
01544500,0.12012171778560035,-0.009222065563884607,0.4977050656266568,0.014562294361966063,0.12067433182730312,0.04527036261210567,-0.5490294164446832,0.5545259057306944,False,True
01545600,2.0029351177292956,0.40205842011347337,0.6258051061359904,2.3987915864914724,1.548803275594248,0.8229050722855716,0.25496475801272345,0.9017663264628961,False,False
01547700,3.301186361123184,0.545940562396536,0.687729795728412,4.94826319243387,2.2244691934108394,1.5996632918517417,0.3692519598646431,0.8400801959052173,False,False
01549500,3.0220755511649013,0.5347932821899244,0.6824975533108516,4.248705337669138,2.0612387871542537,1.1539640172147054,0.38516653402941947,0.866761466367112,False,False
01550000,16.1593036841491,0.7182261287753436,0.7801688132748106,73.57766550113628,8.577742447820189,4.499740388921098,0.471141770388694,0.9136695192833327,False,False
01552000,41.44400487280128,0.7194686778616253,0.7809258412594609,481.84215301943965,21.950903239261926,11.503072183471438,0.4771717621455447,0.9125505423369463,False,False
01552500,1.0075936471501887,0.4139186611137152,0.6304846892040104,0.5950161241517394,0.7713728826914642,0.5301257778897955,0.2960813434707692,0.7648172484357555,False,False
01557500,3.5511609916100046,0.5798738863016442,0.7041628136783961,5.298103030713504,2.3017608543707366,1.469014872819892,0.43943454101355506,0.8628253361256364,False,False
01567500,0.0654395384212137,0.06638096685008232,0.5171649548623717,0.00399806777133599,0.06323027574932748,0.024479191129891737,-0.844682035379553,0.5668290558695394,False,False
01568000,0.9722060097751658,0.19684603314422577,0.5545838116884365,0.7591287010201977,0.8712799211620785,0.19985799658786266,0.06428283528069345,0.7304123638033386,False,False
01580000,0.46184510383141486,0.05425558827618371,0.5139421159195612,0.20172813412734333,0.44914155243903153,0.16736604274872663,-0.05121113047278447,0.5970972839568679,False,False
01583500,3.709419725460605,0.5895467578884356,0.7089919538934292,5.647752345255211,2.376500020041071,1.4775776399989127,0.4963409793485266,0.8060497490845403,False,False
01586610,0.07131865657152756,0.20401489164453546,0.5567974897718797,0.004048659472905596,0.06362907725957996,0.016948697919407067,-0.27996039500031955,0.5570373598157615,False,False
01591400,1.7711727237455668,-0.003979617419188175,0.4990070713832127,3.149537087377091,1.7746935192807491,1.5171284477991367,-0.6593998363812572,0.835520891294273,False,True
01594950,0.2770977973226682,-2.911595781827565,0.20359981651989859,0.3003447993071185,0.5480372243808977,0.519023208344553,-2.6112762960160785,0.5597379068007906,False,True
01596500,4.345465356140329,0.6036418943786663,0.7161486698679153,7.484457521135387,2.7357736604359992,1.6940395820387064,0.44475893678927947,0.8822571940914786,False,False
01605500,0.31618322134689775,0.2528816243172043,0.5723710619260057,0.07469079084116491,0.2732961595799782,0.15611707280232537,0.18849684590096571,0.7868205896398803,False,False
01606500,14.067734759082748,0.448663431222893,0.6446054454761442,109.11014720163023,10.445580271178343,7.6533928381478225,0.4357026368736566,0.885053253954017,False,False
01613050,0.32300200960626335,-2.06619987068784,0.24592986862469196,0.3198975468793588,0.5655948610793408,0.5366965286118072,-3.244006736488827,0.6090324374307712,False,True
01620500,0.35836170076010965,-22.105856592492927,0.041483694892278634,2.967325929819349,1.7225927928037283,1.6779337018327025,-3.641909402725335,0.23419598084417587,False,True
01632000,18.00309708989456,0.8062164022807763,0.8376727590415417,62.80749346779434,7.925117883526676,3.5750841419177077,0.630950236262823,0.9191954807696308,False,False
01632900,0.34029276971255673,0.22302959285531954,0.5627555731819118,0.0899725275771279,0.2999542091338741,0.11164349048748334,0.12466481158869491,0.7290778230235734,False,False
01634500,0.5301823296224751,0.23998777364498824,0.5681778711679757,0.21363434675588489,0.46220595707529005,0.18568721901558954,0.057789299193991006,0.7332911243902465,False,False
01638480,7.096634428680333,0.687311401220329,0.7617952962565843,15.747692070252397,3.968336184127095,2.051890613427223,0.6468744107341429,0.8442231819297813,False,False
01639500,0.46631702177933304,0.10173329496146011,0.5267963649921876,0.1953295006194008,0.4419609718282835,0.047727242713991605,-0.1997107954316204,0.8301906088134051,False,False
01644000,0.059675161988807485,0.042714948512521,0.5109117853018034,0.0034090116891461134,0.05838674240909587,0.026812045585966424,-1.368174155614426,0.5646596705180779,False,False
01658500,0.48041244499408026,-14.99739769932012,0.0588325352909757,3.692137275990066,1.9214935014175993,1.8828241598203854,-7.60611311386698,0.418448946271328,False,True
01664000,35.30975352465089,0.6084409046000527,0.718618421097374,488.1875375754457,22.094966340219795,11.731740531998843,0.40180916197203553,0.8868135770066637,False,False
01666500,0.9392471645718898,0.15539225519301192,0.5421206773175702,0.7451004828120221,0.8631920312491433,0.2048397183148773,0.03274860072578334,0.5672860619048661,False,False
01667500,27.433811300795803,0.6426973459320657,0.7367553559281179,268.91098057753584,16.39850543731153,8.365704241248517,0.41112309886932497,0.8925924508229782,False,False
01669000,1.8807818392076556,0.06728871396109515,0.5174078545634727,3.2993172452674173,1.8164022806821778,1.602491368864606,-0.19194715148096075,0.8597413661465957,False,False
01669520,4.947379120792305,0.6330078087469752,0.7315330741453402,8.982706449235403,2.997116355638433,1.9313771872416743,0.46969903522169143,0.8997899464361644,False,False
02013000,9.980111636731658,0.5995111893417323,0.7140364081380792,39.8897381389462,6.315832339363213,2.7628647378483944,0.4553672534918439,0.8379603327008802,False,False
02015700,4.160355243318835,0.4599452724992361,0.6493275739770774,9.347567359327746,3.057379165122924,1.4665864282546923,0.3366462791113064,0.8001947795166526,False,False
02017500,7.465936447432294,0.6185922217141044,0.7238992104422916,21.25974852721537,4.6108294836412425,2.102816978966099,0.48598436240973375,0.8382104356389307,False,False
02018000,20.1523309563945,0.7026125085779731,0.7707797451507186,120.77395020188597,10.98972020580533,6.173486344790067,0.48790619799251966,0.911246710468206,False,False
02027000,7.86452019102809,0.6879186191031474,0.7621478473511039,19.302444948180778,4.393454785038851,2.1297651146006267,0.5275261422763924,0.8885155167131243,False,False
02027500,3.9791810512528207,0.6165729936623979,0.7228426186700933,6.071137912096707,2.46396792026534,1.4779848083251772,0.4785673702340777,0.8701573733258257,False,False
02028500,0.011954534419572836,-8.913844738936055,0.09162673869020843,0.001416796406575958,0.03764035608991974,0.03579431110476031,-0.6411047472232165,0.3583083055349845,False,True
02038850,0.7130920701605484,-7.396737404402865,0.10641991544123043,4.269743493575557,2.0663357649655,2.011133486073932,-8.766686897843151,0.519651648523089,False,True
02046000,4.579460588232451,0.4906578139797845,0.6625402836163796,10.681648913288575,3.2682791975730248,2.2625119838322827,0.31811301300427475,0.9008367600236851,False,False
02051000,9.527548887151367,0.6603746456852598,0.7464773615840758,30.829215693209008,5.552406297562257,2.4745359433320218,-0.3171311468414837,0.9181820305921706,False,False
02051500,0.6632401942654953,0.17740454700967911,0.5486681086355758,0.3618495028080329,0.6015392778597528,0.2830297372009967,0.023303202751340346,0.7183007342532022,False,False
02053200,0.12727912681930084,0.22987865686640785,0.5649330221789938,0.012475947371257415,0.11169578045413092,0.0338046014437537,-0.22219753600643388,0.7530614782393809,False,False
02053800,0.08650568730584465,0.35461117484486127,0.6077590808395779,0.004829595558481693,0.06949529162815056,0.040103110071424086,0.4604082700887909,0.6138151793389182,False,False
02055100,1.0621183007702375,-3.1967397103973623,0.19242834079206483,4.734322278962519,2.1758497831795554,2.1203060415586767,-3.2272020227075258,0.788895426484414,False,True
02056900,0.05505391689532778,-0.6495712575698327,0.37741955312316927,0.00499974122319583,0.07070884826664786,0.05094516153428155,-1.092048832880335,0.5930064231343318,False,True
02059500,14.929774215376833,0.7786582463642244,0.8187716476761152,49.336669200936846,7.024006634459911,2.6876595111751667,0.576003998066159,0.9186965425684566,False,False
02064000,0.28803161810233724,0.11837468085146807,0.5314554336739672,0.07314158753688937,0.27044701428725254,0.052104085058571926,-0.185133335859891,0.6405474304026195,False,False
02065500,0.15410849998056642,0.11020639310806868,0.5291583146186319,0.0211320907733473,0.14536880949277703,0.026704013423070928,-0.18496737186082224,0.47413255533554116,False,False
02069700,5.157641214686061,0.6010468946916874,0.7148202439420669,10.612656438849735,3.257707236516157,1.7810009604036916,0.45826004804895626,0.8636879714173341,False,False
02070000,7.746986538237347,0.7327366515128984,0.7891019662123355,16.040023783353153,4.004999848109005,1.9597700229023842,0.6525298241775342,0.8759102510653618,False,False
02074500,0.02933944501014545,-0.97445840904246,0.3361956573203257,0.0016996197880299454,0.04122644525095446,0.03338332549184134,-2.8289006056517323,0.5402285051463512,False,True
02077200,0.44409185106144705,0.21308389707409836,0.5596233636053741,0.15519368332775002,0.39394629497908723,0.1868327219939213,-1.0897652798255768,0.6776582395811539,False,False
02082950,11.588617451715011,0.6928408826005034,0.765017805934316,41.25025755269898,6.42263633975169,3.266851017860951,0.4685872229513024,0.9446481440143569,False,False
02092500,0.06332915318777607,-0.3469605370398332,0.42608300575061087,0.005402095204345006,0.0734989469607899,0.053049249615804706,-0.7716510328433841,0.6600480890574009,False,True
02096846,0.7825550027481155,-1.5898428312665658,0.27856372743961627,1.5859998917973706,1.2593648763552883,1.2159310889090291,-6.736266914060231,0.8529441579722118,False,True
02102908,17.237600057191994,0.8006429578413943,0.8337800711956446,59.23592596089685,7.696487897794477,2.185525959870733,0.5230749394978466,0.9739351772728354,False,False
02108000,0.021899176343657303,-2.231824928790764,0.23630467158426333,0.0015498989644960124,0.03936875619696427,0.037237747963872275,-2.090778133936106,0.767996010693421,False,True
02111180,8.88777938165208,0.6762853102166222,0.7554498017723495,25.571072234971535,5.056784772458833,2.7959382167305353,0.603835515983568,0.8688228782842567,False,False
02111500,0.07921667985645335,-0.3416116840488106,0.42705629067879003,0.00841899214491641,0.09175506604496785,0.06374544356391984,-0.3522262799396678,0.6659551170218797,False,True
02118500,13.34289179315381,0.8280034085161814,0.8532448023026581,30.621028133907487,5.533627032418022,2.609364416758033,0.6901725676353041,0.9237466408123275,False,False
