downstream,upstream,gage
11817455,11819385,07056000
13756263,13765099,07301500
13313347,13310109,05412500
17356977,17351359,06784000
21861200,21858980,06353000
5054201,5058529,07014500
6887560,6892320,03164000
7524427,7517313,07067000
8364342,8368098,06847900
7523291,7519331,07068000
