gage,Contributing_Area_u,alt_u,order_u,n_u,So_u,Kchan_u,nCC_u,TopWdth_u,TopWdthCC_u,ChSlp_u,BtmWdth_u,lon_u,lat_u,Shape_Area_u,Shape_Length_u,Reach_Length_u,Contributing_Area_d,alt_d,order_d,n_d,So_d,Kchan_d,nCC_d,TopWdth_d,TopWdthCC_d,ChSlp_d,BtmWdth_d,lon_d,lat_d,Shape_Area_d,Shape_Length_d,Reach_Length_d
03498500,0.5416447798050682,1086.36,1,0.06,0.12199,0,0.12,3.0717146,9.215144,0.711292,1.8430288,-83.59322,35.687668,0.0001959873243407,0.0840345714552857,0.0210144758592796,0.5360388376425572,259.11,5,0.05,0.0003,0,0.1,22.573378,70.0,0.29504886,13.544026,-83.884735,35.79364,1.1305835926906845e-05,0.0191685188243774,0.0043632417998058
05495000,0.4597602606964938,236.96,1,0.06,0.00975,0,0.12,2.800282,8.4008465,0.7409246,1.6801692,-92.08685,40.611,0.0001595507393464,0.0782689907701959,0.0200762367432213,0.4505132139047108,156.59,5,0.05,0.00131,0,0.1,25.904026,77.71208,0.27766716,15.542416,-91.58296,40.365986,0.0007091505743548,0.2141542648957113,0.0475465111780789
07066000,0.2776678062038092,356.02,1,0.06,0.0162,0,0.12,4.6081886,13.824567,0.5947507,2.7649133,-91.66338,37.071228,0.0006575369870188,0.1707975567397731,0.0574188164585343,0.2730031663423521,188.99,5,0.05,1e-05,0,0.1,26.001774,78.005325,0.27720615,15.601065,-91.3486,37.151318,8.672335577914897e-05,0.0581990452329674,0.0104746839503988
14309500,0.0752604771602727,701.93,1,0.06,0.04156,0,0.12,2.9609098,8.88273,0.72291493,1.7765459,-123.061424,42.804386,0.0001944211480712,0.0803371759673725,0.0219562558816157,0.0616180420989412,305.1,4,0.055,0.00189,0,0.11,25.503271,76.50981,0.27958372,15.301963,-123.61956,42.820156,0.0009360735530133,0.159374835269595,0.0408501682182499
07301500,0.3879580809742603,700.69,2,0.06,0.00064,0,0.12,3.6427186,10.928156,0.6597526,2.1856313,-99.821075,35.499634,9.655968652407186e-06,0.0279365035643411,0.0010093858308423,0.3661831055239145,511.71,5,0.05,1e-05,0,0.1,47.648598,142.94579,0.21220356,28.589159,-99.5035,35.16773,1.593919513933165e-05,0.0216093351028609,0.004272206459185
02479560,0.0205159686378151,68.03,2,0.06,0.0037,0,0.12,5.1292,15.3876,0.5672986,3.0775201,-88.44599,31.1654,0.00055992537953,0.1469908714259258,0.0314577614171602,0.0127537019336311,15.24,5,0.05,0.00011,0,0.1,29.066868,87.20061,0.26390767,17.44012,-88.46784,30.793104,0.0004727188846703,0.1509369792479954,0.0195538903182835
14301000,0.0270331827947804,482.89,1,0.06,0.04271,0,0.12,3.9593022,11.877907,0.6359363,2.3755813,-123.08172,45.907936,0.0004814856117996,0.1322560278149036,0.0290579993791378,0.0058006332794672,12.88,5,0.05,0.00169,0,0.1,31.383625,94.15087,0.25512835,18.830175,-123.77547,45.696884,0.0010271770313634,0.170166411542977,0.0471598011685484
01031500,0.0386442068677818,441.49,1,0.06,0.08032,0,0.12,2.1357472,6.407242,0.83498615,1.2814484,-69.66932,45.445854,7.773749168398863e-05,0.0609838814150656,0.0072832825884498,0.029042391877415,109.84,5,0.05,0.00207,0,0.1,23.462976,70.38893,0.2900602,14.0777855,-69.30621,45.172623,0.0002151972660167,0.0856383306785151,0.0171178706411558
04213000,0.1070191764647115,353.66,1,0.06,0.02825,0,0.12,3.0251899,9.07557,0.7160975,1.815114,-80.363594,41.77186,0.0002037846987529,0.1127361622832494,0.0318472788480478,0.0989319439752065,185.97,4,0.055,0.00125,0,0.11,19.60374,58.811222,0.31399256,11.762244,-80.58931,41.933746,0.0002671047788812,0.110568385607842,0.0272651683483663
09494000,0.2416457124250058,2344.03,1,0.06,0.00996,0,0.12,6.361186,19.083559,0.5159015,3.8167117,-109.80126,34.10109,0.001636394724029,0.2945628219957732,0.0416954921185269,0.2288903818961677,1339.63,5,0.05,0.01551,0,0.1,30.162306,90.486916,0.25963545,18.097383,-110.1739,33.73309,2.372792902093066e-05,0.0263924981375417,0.0059026769806554
13338500,0.3905726854621104,1357.41,1,0.06,0.20262,0,0.12,3.496838,10.490515,0.67175674,2.0981028,-115.86028,45.808758,0.0003335427197592,0.107320661172816,0.0290349042970855,0.3809533525673447,404.48,5,0.05,0.00754,0,0.1,37.245827,111.73748,0.23656279,22.347496,-115.97752,46.091377,0.0001555836120528,0.0891282752608522,0.0078005688401098
07068000,0.2650813272373007,186.91,1,0.06,0.01695,0,0.12,3.1806247,9.541874,0.7004421,1.9083749,-90.98465,36.93189,0.0002205603698647,0.1035421540116054,0.0286058032472396,0.2600510188044215,99.46,6,0.05,0.00171,0,0.1,45.08205,135.24615,0.217451,27.04923,-90.83857,36.616837,6.618312063681026e-05,0.055560261725218,0.008281991266678
06921070,0.5186736199172929,383.54,2,0.06,0.00676,0,0.12,6.182732,18.548197,0.5224187,3.7096393,-93.0354,37.347397,0.0003999535612986,0.1286995314817155,0.0329818837168287,0.5093598586974288,265.08,5,0.05,1e-05,0,0.1,23.816534,71.44961,0.28815255,14.289921,-93.40492,37.679863,1.27773343015428e-05,0.0325211113481493,0.0012125337144105
06352000,0.956783375429908,876.09,2,0.06,0.00303,0,0.12,4.829577,14.48873,0.5825649,2.897746,-103.24331,46.270695,0.0004601355435521,0.1317301963562594,0.0504367726266544,0.9404581448907012,753.5,5,0.05,5e-05,0,0.1,29.319681,87.95904,0.26290134,17.591808,-102.444916,46.15796,0.0002555493800012,0.1164685128974123,0.0436764301878757
06464500,0.7685806520466699,758.9,1,0.06,1e-05,0,0.12,4.047813,12.143438,0.6297636,2.4286876,-100.3795,43.12063,,,0.0001340555140005,0.7500427606519802,621.88,5,0.05,0.00074,0,0.1,36.862247,110.58675,0.23764564,22.11735,-99.76168,43.014397,1.1130246642476376e-05,0.0179515130758389,0.0044004664267683
03574500,0.4666064390539132,324.01,1,0.06,0.03057,0,0.12,3.751034,11.253102,0.65127885,2.2506204,-86.2537,35.00825,0.0003498176296913,0.0951725801254467,0.0185706966378895,0.4584543579108118,176.53,4,0.055,1e-05,0,0.11,23.92809,71.78426,0.28755912,14.3568535,-86.32904,34.608734,0.0005101281837434,0.1357817607970649,0.0220925714361621
14182500,0.1146096123320455,842.64,3,0.055,0.04454,0,0.11,8.800838,30.0,0.44706136,5.280503,-121.91959,44.656918,0.0002592454737867,0.1277849145030507,0.0205491347192023,0.0924995259946489,188.92,5,0.05,0.00376,0,0.1,30.619566,91.8587,0.25791767,18.37174,-122.635254,44.787548,0.0020919475316419,0.3670779979492324,0.0540580792450785
01544500,0.0867971061077058,426.03,3,0.055,0.0067,0,0.11,10.961976,32.885925,0.40578353,6.577185,-77.64853,41.580173,1.544964755991552e-05,0.0259815250258678,0.0019327326382023,0.0822374690811312,308.63,4,0.055,0.00313,0,0.11,18.185884,54.55765,0.3245665,10.9115305,-77.84902,41.47089,9.031592448325988e-05,0.0575694506724029,0.0104274744027595
03604000,0.4106873165233938,181.38,5,0.05,1e-05,0,0.1,23.00026,70.0,0.2926203,13.800156,-87.69482,35.44093,5.530405404275776e-05,0.0510836389623729,0.0091907507733625,0.4073240235318472,159.1,5,0.05,1e-05,0,0.1,26.895796,80.687386,0.27310258,16.137478,-87.83458,35.500088,5.364387548057175e-07,0.0034810293393977,0.0008764670227739
02014000,0.0936687584784144,603.3,4,0.055,0.002,0,0.11,12.043351,50.0,0.38928583,7.2260103,-80.31859,37.543713,6.42313486007277e-06,0.0145211747214913,0.0019106010650214,0.0882748999631041,385.95,4,0.055,0.00015,0,0.11,18.713465,56.140392,0.32049733,11.228078,-80.03311,37.732048,0.000143582574214,0.0694942942048714,0.0135165299327363
09430500,0.3293241817738529,2446.33,2,0.06,0.04723,0,0.12,6.0660114,18.198034,0.5268299,3.639607,-107.88848,33.162846,6.611682865316621e-05,0.0432074752689228,0.0086844346296087,0.3126380884144653,1411.77,6,0.05,0.00332,0,0.1,44.572533,133.7176,0.21854416,26.74352,-108.535484,33.03639,0.0004976829370993,0.1267357598585252,0.0289423148562499
07057500,0.2748766604441413,268.55,4,0.055,0.00344,0,0.11,11.792874,50.0,0.3929122,7.0757246,-92.23513,36.939068,0.0003241909886541,0.119784891063009,0.0298889001606539,0.2680164810816428,182.45,6,0.05,0.00146,0,0.1,29.042324,87.126976,0.26400605,17.425394,-92.25447,36.61614,6.437030450504073e-05,0.0459716587197402,0.0140001704536588
06447500,0.883084108338888,1077.37,2,0.06,0.00083,0,0.12,8.897769,26.693308,0.44490615,5.338661,-102.179146,42.99193,0.0014613830186284,0.3821782528001693,0.0461719078858299,0.8635418514852878,930.32,4,0.055,0.00032,0,0.11,23.565369,70.696106,0.28950348,14.139221,-101.633675,43.175816,2.0225620820393405e-05,0.0293628133872172,0.0048996376397449
07142300,0.542901976030077,752.82,2,0.06,0.00072,0,0.12,6.75552,20.26656,0.5023923,4.053312,-99.76505,37.51039,1.632586500874113e-05,0.0216737393072751,0.0046249498208188,0.4608440387073363,592.41,5,0.05,0.0007,0,0.1,31.604248,94.812744,0.25434107,18.96255,-98.82245,37.942696,0.002551172571295,0.4786021217489739,0.15302371929414
12040500,0.0128169036457954,200.93,3,0.055,1e-05,0,0.11,13.656708,40.970123,0.3682824,8.194025,-123.81713,47.693626,2.4371053240445843e-05,0.0369689701416497,0.0036916456325125,0.0008963446791717,1.1,4,0.055,0.00044,0,0.11,26.870615,80.61185,0.27321544,16.122368,-124.31885,47.542095,0.0002595762430924,0.1017585593248428,0.0274761528678734
04056500,0.2964945013192141,266.02,1,0.06,0.00054,0,0.12,5.4152765,16.24583,0.5538762,3.249166,-86.02557,46.524406,0.0001947128558313,0.12155904605401,0.0025958225268952,0.2581297577139457,187.9,5,0.05,1e-05,0,0.1,36.833813,110.501434,0.23772657,22.100286,-86.17192,46.039185,0.0003922793494712,0.1643960490901032,0.0282996291893966
09447800,0.2858108435995157,1391.64,4,0.055,0.01929,0,0.11,11.192549,50.0,0.40207413,6.715529,-109.65862,33.14608,0.0001082891941685,0.0720867993140606,0.0122160199860738,0.2826698922752344,1052.73,5,0.05,0.00314,0,0.1,23.489653,70.468956,0.28991482,14.093791,-109.51416,32.947544,0.0001714847208536,0.0777092092033672,0.0183301136489697
12095000,0.0170215320493903,645.9,3,0.055,0.01791,0,0.11,11.416194,34.248585,0.39857987,6.8497167,-121.85019,46.993988,0.0001021846113282,0.072251945027942,0.008490597335714,0.0090289715761371,90.96,4,0.055,0.01669,0,0.11,19.963907,59.891724,0.3114807,11.978345,-122.15583,47.095463,2.6551167083436486e-05,0.0291641010825526,0.0062143150249762
03186500,0.6201706572509008,922.33,2,0.06,0.00975,0,0.12,9.435133,28.3054,0.43354383,5.66108,-80.202835,38.307198,1.0289433712749542e-05,0.0220288992910898,0.0007489226026374,0.6150677534456198,670.26,4,0.055,0.00334,0,0.11,17.611094,52.83328,0.3291981,10.566656,-80.499214,38.382153,0.0002140861437222,0.0902239720548336,0.0297011465110824
06043500,1.4339388891158271,2201.1,1,0.06,0.12986,0,0.12,2.9578297,8.873489,0.723247,1.7746978,-111.22653,45.230667,0.0002018172298313,0.1089662966750474,0.030334978466998,1.4260847203877307,1587.15,5,0.05,0.36,0,0.1,32.993923,98.98177,0.24955803,19.796354,-111.27025,45.49986,3.004582167041682e-06,0.0140740029819656,0.0002244547170257
07014500,0.4237575859640159,229.48,1,0.06,0.04134,0,0.12,1.6181517,4.854455,0.9437447,0.970891,-91.39285,38.01055,3.06537369624326e-05,0.0280285790099496,0.0045484031418342,0.4172687279209477,177.57,7,0.045,0.00027,0,0.09,40.42911,121.28734,0.2281567,24.257467,-91.10683,38.175983,0.0002462219597224,0.1072152364663572,0.0298772046450043
06876700,0.5657588001398572,473.1,1,0.06,0.00811,0,0.12,3.2628953,9.788687,0.6925949,1.9577373,-98.252365,39.366993,0.0002457157496972,0.0919661175857723,0.0234329414978793,0.5581533069923187,382.66,5,0.05,0.00033,0,0.1,26.117315,78.351944,0.27666447,15.670389,-97.81294,39.14288,0.0007221176874338,0.203789526168578,0.0439511837531329
02018000,0.0899261731470277,725.0,1,0.06,0.12803,0,0.12,2.3981593,7.1944776,0.79336977,1.4388956,-80.128815,37.444542,9.677281188203384e-05,0.0810358703858841,0.0271870543139151,0.0819631539956955,302.21,4,0.055,1e-05,0,0.11,24.197363,72.59209,0.28614292,14.518417,-79.91056,37.66907,3.7960488340435387e-05,0.0593948041407883,0.0032267529586561
02017500,0.0950666734699395,935.5,1,0.06,0.13137,0,0.12,2.8274567,8.48237,0.7377745,1.696474,-80.45322,37.383907,0.0001569367965685,0.0913668128454664,0.0249293396617009,0.0882695225746213,378.62,4,0.055,0.00037,0,0.11,21.00091,63.002728,0.30459908,12.600546,-80.098145,37.506523,5.328560281718926e-05,0.0415348209244912,0.011493695172877
03170000,0.6537378988547544,832.55,1,0.06,0.02421,0,0.12,2.7789803,8.336941,0.7434249,1.6673881,-80.166016,37.056393,0.0001485304081594,0.0759860927271975,0.018020653486796,0.6421620401715319,555.47,5,0.05,0.00108,0,0.1,23.721842,71.16553,0.28865945,14.233105,-80.563324,37.03696,2.907792710098485e-05,0.0348883282343442,0.0067764307532103
13340600,0.3975311016011715,792.57,4,0.055,1e-05,0,0.11,20.095,60.284996,0.3105826,12.056999,-115.450134,46.574085,8.38586445772534e-05,0.0569681713014786,0.009292620927124,0.3868631502593049,510.58,5,0.05,1e-05,0,0.1,39.190685,117.57206,0.23130985,23.514412,-115.62059,46.842083,3.0778633860715757e-06,0.0136174553820308,0.0007510312909804
12411000,0.7194264604869407,1182.56,1,0.06,0.10083,0,0.12,2.5445223,7.6335673,0.77290297,1.5267134,-116.29398,47.83088,0.0001358968229597,0.0803167483823242,0.0255470543813519,0.71249629743888,756.75,5,0.05,0.0005,0,0.1,25.970043,77.91013,0.27735555,15.5820265,-115.95818,47.69815,0.0004176651053366,0.1230856133357115,0.0296801562472504
05501000,0.4525877724699832,207.25,2,0.06,0.00689,0,0.12,4.5988264,13.796478,0.5952846,2.7592957,-91.936516,39.815903,1.8270726050040757e-05,0.023656929088997,0.0037298106199304,0.4446623332220799,146.28,5,0.05,0.00042,0,0.1,24.945112,74.835335,0.2823266,14.967067,-91.50697,39.82027,0.0008315940591592,0.1895340570984306,0.0156221695516136
13310700,0.4214702496255502,1585.15,3,0.055,0.01129,0,0.11,10.381115,31.143345,0.41564825,6.228669,-115.7109,44.643677,0.0005058631597167,0.1264316994530588,0.0233232707974718,0.4140062397765081,1148.17,5,0.05,0.01436,0,0.1,25.007053,75.021164,0.28201786,15.004232,-115.71777,45.00789,0.0002577502555885,0.1106766097586126,0.0226755821416862
07149000,0.4075116574259138,475.36,4,0.055,0.00182,0,0.11,10.208752,50.0,0.41872984,6.125251,-98.689125,37.240387,1.8735584569103853e-05,0.0229990799829729,0.0048160964376072,0.3993319054429843,393.07,5,0.05,0.0015,0,0.1,33.93333,101.79999,0.24648614,20.359999,-98.44334,37.025864,0.0005511877177715,0.1515348725727729,0.0448595801209023
02315500,0.3369287273374053,49.26,1,0.06,0.00047,0,0.12,4.034072,12.102216,0.63070905,2.4204433,-82.63027,31.105566,0.0004148688388553,0.15876993866262,0.0177047311957384,0.2974678292952896,16.97,5,0.05,0.00012,0,0.1,46.70004,140.10011,0.21409446,28.020023,-82.767166,30.328428,0.0010181952282072,0.2455181459837211,0.0463421249642091
05585000,0.4484867099771636,154.76,5,0.05,1e-05,0,0.1,29.496723,88.490166,0.262204,17.698034,-90.91145,40.34023,0.0004832632317869,0.1319453460638023,0.031484144357386,0.4385982451779827,136.84,5,0.05,1e-05,0,0.1,38.58927,115.767815,0.23289339,23.153563,-90.616234,40.027267,0.0001129040721992,0.0740611689693775,0.0145984026855998
11522500,0.0296434847032308,1557.22,1,0.06,0.18417,0,0.12,3.906095,11.718286,0.6397435,2.343657,-123.05496,41.14363,0.0004280300526501,0.1132165499319984,0.0368160101678591,0.019390873662881,144.25,5,0.05,1e-05,0,0.1,32.040253,96.12076,0.25280827,19.224152,-123.49338,41.37766,1.9374442049408721e-07,0.0018167185230596,0.0004601078196298
05487980,0.4959061543176503,306.79,1,0.06,0.015,0,0.12,3.009369,9.028107,0.717756,1.8056214,-93.48313,40.98093,0.0001982684046872,0.0804961030421021,0.0190960151637791,0.4896927989053182,240.68,4,0.055,0.00413,0,0.11,24.4999,73.4997,0.28457862,14.699941,-93.25917,41.251244,2.0981120982320876e-05,0.0233584028332405,0.0048315698775752
03164000,0.6627058286060029,899.61,1,0.06,0.0407,0,0.12,3.2641692,9.792507,0.6924756,1.9585015,-81.21152,36.48751,0.0002366756529577,0.0936189963015502,0.0163458150074498,0.6554794563944554,670.48,5,0.05,1e-05,0,0.1,37.02299,111.06898,0.23718989,22.213795,-80.97516,36.68697,0.0002849378635921,0.1014474757064593,0.0142207373332279
06847900,0.607632938024889,822.87,1,0.06,0.01036,0,0.12,2.9953918,8.986176,0.7192316,1.7972351,-100.47075,39.69381,0.0001919506792509,0.0974587837779675,0.0221128729820865,0.6022350608781994,710.36,4,0.055,0.00079,0,0.11,29.640604,88.921814,0.2616417,17.784363,-100.084305,39.76754,7.663229266367514e-05,0.0547321822822926,0.0180451204388757
02312200,0.1054677789143619,37.79,1,0.06,1e-05,0,0.12,3.6560476,10.968143,0.6586904,2.1936285,-81.86559,28.23376,2.291951404549244e-05,0.0294251012629227,0.004223279704347,0.05880913988015,14.68,4,0.055,0.00046,0,0.11,31.914532,95.7436,0.25324714,19.14872,-82.2035,28.572304,4.13347857293664e-05,0.0341077977619875,0.00668541278664
13161500,0.5886135259581929,2316.74,1,0.06,0.07532,0,0.12,3.305671,9.917013,0.6886266,1.9834026,-115.44335,41.711655,0.0002642632849882,0.0875195482793514,0.0183413449083077,0.5774819090171595,1493.4,5,0.05,1e-05,0,0.1,26.285513,78.85654,0.27588204,15.771308,-115.67363,41.95847,0.0001248038699988,0.0705140947808573,0.007141260384674
03182500,0.6600919181997866,1109.87,1,0.06,0.05542,0,0.12,2.5650096,7.695029,0.7701733,1.5390058,-79.67262,38.65259,0.0001198710930947,0.0604561473443896,0.0092720424749255,0.6404198489594123,637.24,4,0.055,0.00013,0,0.11,28.642637,85.92792,0.26562506,17.185583,-80.127174,38.180527,0.0001423264409942,0.0764729730636698,0.0125126630561246
06468170,0.986847998538829,468.44,3,0.055,1e-05,0,0.11,12.612159,37.836475,0.38144025,7.5672956,-99.541534,47.762676,0.0002686823198594,0.1236164323706092,0.0065323929259763,0.9549445570752912,446.24,4,0.055,4e-05,0,0.11,34.03046,102.091385,0.24617551,20.418276,-98.850296,47.554615,1.1938189349253726e-05,0.0165196638386529,0.0054032278778366
03237500,0.5565865015677545,295.91,1,0.06,0.00084,0,0.12,2.3684626,7.1053877,0.79774314,1.4210775,-83.72805,39.000076,1.5909569393810349e-06,0.0075704033539075,0.0020790661070141,0.5502622908239198,158.83,5,0.05,0.00324,0,0.1,25.594643,76.78393,0.27914295,15.356786,-83.425285,38.800526,6.243485897911184e-05,0.0470257020357096,0.0090783348612653
13023000,1.1303044160003837,2604.31,1,0.06,0.07547,0,0.12,5.261257,15.783772,0.560972,3.1567545,-110.70789,42.70179,0.0010527340700604,0.2201310937137942,0.0572280033062577,1.1147481159351886,1730.65,4,0.055,0.00458,0,0.11,26.987673,80.96301,0.272692,16.192604,-110.9939,43.15171,0.0006179175968201,0.1537285823247508,0.0277097125058315
02363000,0.0353475563329052,143.12,1,0.06,0.01092,0,0.12,3.1367476,9.410243,0.7047479,1.8820486,-85.80649,31.82964,0.0001994321058767,0.0898995864980417,0.0269214888220373,0.0315126862440267,76.33,5,0.05,1e-05,0,0.1,27.910189,83.73057,0.2686782,16.746113,-85.78689,31.589771,4.276044229508811e-06,0.0101182432391984,0.0019451711502097
05123400,0.0864895480271858,679.47,2,0.06,0.00671,0,0.12,4.5583386,13.675015,0.5976115,2.7350032,-100.17744,49.01937,6.31823100857145e-05,0.0693884558823471,0.0180570926223999,0.0295184992625935,437.64,5,0.05,9e-05,0,0.1,40.789234,122.36771,0.2272658,24.473541,-100.49906,48.581047,0.0033590282519392,0.401796080652501,0.1995314517548923
01552000,0.0656017080126189,566.85,1,0.06,0.06468,0,0.12,3.8495948,11.548784,0.6438691,2.3097568,-76.45318,41.442486,0.0004118847715015,0.1333300123225854,0.0179677004588494,0.0532713260993874,179.24,5,0.05,0.00259,0,0.1,26.641724,79.92517,0.27424854,15.985035,-76.91272,41.320335,1.0453169224471804e-05,0.0210853963079796,0.0052195034720158
07067000,0.2704764484595204,220.33,1,0.06,0.03315,0,0.12,2.6904256,8.071277,0.7541227,1.6142554,-91.17419,37.167866,0.0001352226710399,0.0664810136196995,0.0178512646347367,0.2664524788774454,139.88,6,0.05,0.0033,0,0.1,42.048763,126.146286,0.22423695,25.229258,-91.00833,36.988995,8.016388139550986e-06,0.0145518381679912,0.0029446613113926
